text,label
The Holocaust has no business.,1
this thread makes me both sad and angry,0
i intend to get a big dog in time for next year s elections  but no pigs  lizards  parrots or raccoons,0
when i was a kid we used to laugh at the socalled indoor spo,0
And it is more like an order of the Jewish world than the order of the world of your Father.,1
the peepers are getting old,0
im saying  what i see,0
i m pretty sure that tens of billions are sent abroad every year even though    stays in sweden,0
our polishamerican reader stands with donetsk,0
if we are white and wish to save this country rather than have it turn into a disorderly nonwhite hegemony  then we are all at a loss for what to do,1
There is a big Asian problem.,1
"Every school child knows that the world is round, there are only total pizzas",1
Just wait until they find a school where Asian girls are more violent and stupid than black men and leftists will have a plan on how to fight the lack of achievement.,1
does anyone have that video of black gang attacking a white teenagers in front of his house and then a black gang of females attack his mother for trying to protect her son,0
"Soon in their mind, it is good to know them and have children with them, which will pollute our great race and push us further towards extinction.",1
what does it mean when you have blue eyes with a slight ring of brown around the pupil,0
can u guys check to make sure ur site work with linux lots of linux folks use konqueror just a thought,0
just do your research and as long as you take your time and have some decent shop tools you should be able to do it,0
